Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1536,和大,3238280.0,197619682.0,60.0,61.8,60.0,61.3,1.5,2468.0
1537,廣隆,559394.0,89120343.0,158.0,161.0,157.0,159.5,2.5,512.0
1558,伸興,65649.0,6830618.0,103.5,104.5,103.0,104.5,1.0,107.0
1560,中砂,1180438.0,351289161.0,300.0,302.0,295.5,298.0,-2.5,3845.0
1563,巧新,802716.0,46897772.0,58.0,59.2,57.5,58.7,0.7,397.0
1582,信錦,497700.0,45605484.0,91.0,92.4,90.8,91.3,0.3,466.0
1583,程泰,13078.0,781225.0,59.9,60.0,59.5,59.5,-0.2,13.0
1590,亞德客-KY,813111.0,704304607.0,857.0,880.0,855.0,855.0,-12.0,1240.0
1597,直得,3369654.0,313444627.0,90.3,94.6,89.6,93.5,3.8,3495.0
1603,華電,290302.0,10967652.0,38.1,38.15,37.25,37.25,-0.6,362.0
1604,聲寶,87349.0,2470423.0,28.3,28.4,28.2,28.3,-0.05,173.0
1605,華新,16946620.0,438630191.0,26.05,26.2,25.6,25.8,-0.4,7523.0
1608,華榮,1565462.0,42525143.0,27.3,27.5,27.0,27.0,-0.6,997.0
1609,大亞,2676105.0,118618991.0,44.35,44.55,43.85,44.5,0.35,1913.0
1611,中電,909616.0,15217433.0,16.6,16.9,16.6,16.8,0.05,382.0
1612,宏泰,1384805.0,49220866.0,35.85,36.1,35.1,35.1,-0.75,963.0
1614,三洋電,64749.0,2529933.0,39.2,39.25,38.95,39.05,-0.4,139.0
1615,大山,61338.0,3526367.0,57.1,58.0,57.1,57.3,-0.6,93.0
1618,合機,801807.0,35754906.0,44.85,45.45,44.0,44.0,-0.85,589.0
1702,南僑,662179.0,34609098.0,52.5,52.6,52.0,52.2,-0.3,599.0
1707,葡萄王,296299.0,45854132.0,156.5,156.5,154.0,154.5,-2.0,503.0
1708,東鹼,2142340.0,81910269.0,38.5,38.55,38.0,38.15,-0.45,1556.0
1709,和益,335224.0,7250064.0,21.65,21.7,21.55,21.6,0.0,206.0
1710,東聯,684107.0,10571793.0,15.6,15.6,15.4,15.4,-0.2,898.0
1711,永光,1764866.0,39233595.0,22.6,22.6,22.1,22.2,-0.35,1110.0
1712,興農,532175.0,23444017.0,44.2,44.75,43.75,43.75,-0.9,516.0
1713,國化,209563.0,10016785.0,47.15,48.2,47.15,47.8,-0.05,114.0
1714,和桐,1056794.0,8844975.0,8.41,8.41,8.35,8.35,-0.06,406.0
1717,長興,2599209.0,75414291.0,29.3,29.3,28.9,28.95,-0.35,1321.0
1718,中纖,1486866.0,11786977.0,7.94,7.99,7.88,7.91,-0.05,716.0
1720,生達,160608.0,10366291.0,64.4,64.8,64.2,64.6,0.0,165.0
1722,台肥,991023.0,54213311.0,54.8,55.1,54.5,54.5,-0.3,882.0
1723,中碳,152233.0,14590462.0,96.0,96.1,95.5,95.7,-0.5,218.0
1725,元禎,81817.0,3200012.0,39.5,39.5,38.75,38.9,-0.8,283.0
1726,永記,14170.0,1071442.0,75.7,75.7,75.5,75.5,-0.1,24.0
1736,喬山,1336778.0,256672606.0,191.5,195.5,187.5,193.0,2.5,1447.0
1737,臺鹽,144497.0,4706801.0,32.5,32.65,32.5,32.6,0.1,105.0
1760,寶齡富錦,105657.0,9071783.0,86.2,86.2,85.6,85.6,-0.7,159.0
1773,勝一,372473.0,60719876.0,166.0,166.0,161.5,163.0,-2.5,425.0
1786,科妍,287286.0,26834479.0,93.0,94.5,92.7,93.0,-0.6,311.0
1789,神隆,492785.0,11311168.0,22.9,23.1,22.85,22.85,-0.25,365.0
1795,美時,2614038.0,698639901.0,267.0,270.5,265.5,266.0,-6.5,3721.0
1802,台玻,17277138.0,334524202.0,18.85,19.7,18.65,19.5,0.65,6696.0
1808,潤隆,3406634.0,136513775.0,40.55,40.55,39.85,40.0,-0.55,2274.0
1903,士紙,53488.0,2863768.0,53.9,53.9,53.2,53.2,-0.8,55.0
1904,正隆,3466271.0,71125888.0,20.95,20.95,20.25,20.45,-0.5,2673.0
1905,華紙,551212.0,9796798.0,17.85,17.95,17.7,17.7,-0.15,458.0
1907,永豐餘,423015.0,12908201.0,30.5,30.6,30.45,30.55,0.1,394.0
1909,榮成,780214.0,9602791.0,12.4,12.4,12.25,12.3,-0.05,362.0
2002,中鋼,20768554.0,432029960.0,21.0,21.0,20.65,20.8,-0.2,10672.0
2006,東和鋼鐵,585696.0,41553136.0,71.7,71.7,70.6,70.6,-1.0,2074.0
2009,第一銅,615486.0,24056640.0,39.45,39.45,38.9,38.95,-0.1,458.0
2010,春源,1754749.0,32869850.0,18.55,18.9,18.5,18.75,0.45,808.0
2012,春雨,61382.0,1589562.0,25.95,26.5,25.75,25.9,-0.05,89.0
2013,中鋼構,72394.0,3771407.0,52.5,52.5,51.2,52.0,-0.5,411.0
2014,中鴻,1987862.0,38767949.0,19.75,19.75,19.35,19.35,-0.5,1221.0
2015,豐興,126930.0,9356165.0,73.8,74.3,73.3,73.8,-0.1,408.0
2017,官田鋼,369117.0,4174277.0,11.45,11.45,11.25,11.25,-0.2,460.0
2020,美亞,515697.0,14661030.0,28.5,28.6,28.3,28.4,-0.1,540.0
2023,燁輝,955112.0,14491497.0,15.15,15.25,15.1,15.2,-0.05,420.0
2027,大成鋼,3410097.0,112937460.0,33.45,33.45,33.0,33.0,-0.25,2073.0
2028,威致,101225.0,2235644.0,22.05,22.35,21.9,22.3,0.15,96.0
2029,盛餘,240984.0,5998579.0,25.0,25.0,24.7,24.9,0.05,172.0
2031,新光鋼,1624627.0,78564360.0,49.55,49.55,47.6,48.1,-1.75,1359.0
2034,允強,936381.0,19437120.0,20.65,20.9,20.45,20.75,0.05,529.0
2049,上銀,3876345.0,987209689.0,250.5,258.0,247.5,252.5,0.0,4906.0
2059,川湖,1308888.0,2005845410.0,1515.0,1555.0,1510.0,1535.0,10.0,1975.0
2101,南港,1388924.0,68280511.0,49.25,49.65,48.75,48.9,-0.5,1226.0
2102,泰豐,1116008.0,22959523.0,21.05,21.05,20.4,20.4,-0.65,557.0
2103,台橡,1090083.0,24134209.0,22.1,22.3,22.05,22.15,-0.05,527.0
2104,國際中橡,714758.0,10746627.0,15.15,15.15,14.95,14.95,-0.05,426.0
2105,正新,2765236.0,140467564.0,51.5,51.7,50.3,50.4,-1.1,2117.0
2106,建大,1083802.0,30874334.0,28.6,28.65,28.3,28.35,-0.35,771.0
2107,厚生,310631.0,8227940.0,26.55,26.55,26.35,26.5,0.05,313.0
2108,南帝,560691.0,18508567.0,33.3,33.3,32.75,32.9,-0.45,476.0
2114,鑫永銓,14369.0,1357869.0,94.5,94.5,94.5,94.5,0.0,19.0
2201,裕隆,10080758.0,526922599.0,53.8,53.9,51.3,52.1,-3.1,7497.0
2204,中華,5999461.0,478293101.0,80.5,81.2,78.6,79.0,-2.8,5920.0
2206,三陽工業,1404255.0,97212993.0,69.9,69.9,68.6,69.0,-0.8,1057.0
2207,和泰車,270280.0,164916576.0,610.0,616.0,608.0,609.0,-2.0,586.0
2208,台船,1059816.0,17091343.0,16.2,16.25,16.05,16.1,-0.05,640.0
2211,長榮鋼,1276506.0,130649880.0,100.5,104.0,99.1,103.0,3.0,1051.0
2227,裕日車,160693.0,13326778.0,85.0,85.0,81.1,81.6,-3.6,552.0
2228,劍麟,155105.0,15994854.0,103.0,104.5,102.0,104.0,1.0,174.0
2231,為升,1261192.0,136238979.0,108.0,110.0,106.0,106.5,-0.5,1666.0
2233,宇隆,680335.0,119719620.0,174.0,179.5,172.0,177.0,4.0,1356.0
2247,汎德永業,225800.0,67290011.0,295.0,300.0,295.0,296.5,3.0,1196.0
2258,鴻華先進-創,450203.0,17910926.0,39.6,40.25,39.6,39.6,-0.45,262.0
2301,光寶科,5971954.0,616331831.0,103.0,104.5,102.5,102.5,-0.5,3499.0
2308,台達電,13688502.0,5645019449.0,403.0,418.0,401.5,414.5,11.5,17864.0
2312,金寶,22368775.0,614236692.0,27.25,27.95,26.85,27.8,0.45,10037.0
2313,華通,58329287.0,3852090156.0,63.9,67.2,63.6,65.9,2.2,36665.0
2314,台揚,756775.0,23018113.0,30.1,30.75,30.1,30.6,0.55,628.0
2316,楠梓電,2257851.0,111037534.0,49.9,50.2,48.55,48.6,-1.6,2576.0
2317,鴻海,66246732.0,12596425979.0,190.0,194.0,189.0,189.0,-3.0,86964.0
2323,中環,3807443.0,42642876.0,11.25,11.4,11.1,11.1,-0.2,1272.0
2324,仁寶,14460131.0,557146998.0,38.4,38.85,38.3,38.5,-0.3,8002.0
2327,國巨,2380822.0,1262773058.0,531.0,535.0,526.0,528.0,-10.0,4558.0
2328,廣宇,3090827.0,115115296.0,36.4,38.1,36.25,38.0,1.25,1659.0
2329,華泰,1811134.0,65562018.0,36.35,36.7,35.6,35.9,-0.6,1460.0
2330,台積電,26948940.0,28278772503.0,1045.0,1060.0,1045.0,1045.0,-20.0,47194.0
2331,精英,1068680.0,24687820.0,23.3,23.3,22.95,22.95,-0.35,666.0
2332,友訊,6152104.0,129768808.0,21.0,21.6,20.75,20.8,-0.1,3129.0
2337,旺宏,11393323.0,242793834.0,21.9,21.9,21.0,21.0,-0.9,5782.0
2338,光罩,1015590.0,53078687.0,52.9,52.9,51.8,52.6,0.0,604.0
2340,台亞,982909.0,29492224.0,30.15,30.45,29.8,29.8,-0.5,857.0
2344,華邦電,42931970.0,660700940.0,15.8,15.8,15.2,15.25,-0.55,14394.0
2345,智邦,10129731.0,7410047336.0,708.0,745.0,708.0,730.0,24.0,9478.0
2347,聯強,2310756.0,170683487.0,74.3,74.4,73.4,74.0,0.0,2528.0
2348,海悅,986947.0,174061347.0,175.0,178.5,175.0,176.5,-2.0,1211.0
2349,錸德,4332270.0,63642065.0,14.75,14.9,14.55,14.7,-0.05,1787.0
2351,順德,1157638.0,114190847.0,98.8,100.0,97.8,98.7,-0.1,1163.0
2352,佳世達,2006490.0,73494405.0,36.5,36.85,36.4,36.6,0.0,1547.0
2353,宏碁,9550090.0,372016357.0,38.9,39.4,38.65,38.65,-0.35,4553.0
2354,鴻準,34743424.0,2897897134.0,82.1,84.4,81.7,83.8,0.9,19792.0
2355,敬鵬,1866350.0,73494480.0,38.75,39.8,38.7,39.35,0.5,1120.0
2356,英業達,12530298.0,623267945.0,48.9,50.3,48.9,49.6,0.2,6991.0
2357,華碩,2012837.0,1212704788.0,602.0,606.0,598.0,604.0,-1.0,2262.0
2359,所羅門,10500165.0,1533428434.0,138.0,151.0,136.5,147.0,9.5,7987.0
2360,致茂,2605482.0,1062104338.0,399.0,414.5,398.0,412.0,10.5,2451.0
2362,藍天,2019646.0,112821827.0,55.8,57.3,54.8,55.6,-0.1,1730.0
2363,矽統,12675092.0,937390144.0,73.7,75.6,72.9,73.1,-1.1,14888.0
2365,昆盈,5042081.0,204773062.0,40.3,41.45,39.85,40.55,0.0,3608.0
2367,燿華,17781438.0,572519795.0,30.9,32.95,30.85,32.0,1.05,11160.0
2368,金像電,23085916.0,4929160635.0,200.5,219.5,200.5,218.0,15.0,18326.0
2369,菱生,615074.0,11041888.0,18.2,18.2,17.85,17.85,-0.25,486.0
2371,大同,8482076.0,398367678.0,47.35,47.6,46.5,46.8,-0.3,4676.0
2373,震旦行,47391.0,3142858.0,66.5,66.5,66.2,66.5,0.0,71.0
2374,佳能,4021640.0,195726379.0,48.45,49.2,47.65,48.65,0.6,2812.0
2375,凱美,2515112.0,181173899.0,72.0,73.2,71.1,71.5,-0.4,2137.0
2376,技嘉,2462068.0,672894264.0,272.0,275.5,270.0,274.5,0.5,3169.0
2377,微星,1386186.0,236469294.0,171.0,172.0,170.0,170.0,-2.5,1396.0
2379,瑞昱,3796610.0,2004292916.0,516.0,537.0,516.0,527.0,6.0,3771.0
2382,廣達,22380583.0,6462533617.0,290.5,292.0,286.0,287.0,-6.0,31470.0
2383,台光電,10347638.0,5874028105.0,549.0,583.0,547.0,572.0,18.0,11328.0
2385,群光,2742992.0,410308679.0,150.0,151.0,149.0,149.0,-1.5,2385.0
2387,精元,1170514.0,73859997.0,63.8,63.8,62.6,62.6,-1.1,1948.0
2388,威盛,10383331.0,1117180269.0,110.5,111.0,106.0,106.5,-3.5,7773.0
2392,正崴,7497790.0,553505167.0,73.6,75.0,73.0,73.7,0.1,7000.0
2393,億光,2304893.0,177186458.0,77.0,77.8,76.0,77.3,0.3,1738.0
2395,研華,598827.0,212663256.0,350.5,357.5,350.0,355.0,1.5,736.0
2397,友通,87830.0,6813707.0,77.4,78.0,76.8,77.8,0.2,112.0
2401,凌陽,8830899.0,259547791.0,29.9,29.9,28.8,28.85,-1.2,5467.0
2402,毅嘉,2431158.0,94904619.0,39.2,39.65,38.7,38.7,-0.5,1871.0
2404,漢唐,2879190.0,1278211985.0,446.0,449.0,430.5,448.0,-8.0,3898.0
2405,輔信,2563174.0,52739418.0,20.45,20.85,20.4,20.6,0.1,1273.0
2406,國碩,1605906.0,26107246.0,16.6,16.6,16.05,16.05,-0.65,1131.0
2408,南亞科,26585899.0,819585540.0,31.75,31.8,30.25,30.5,-1.8,13352.0
2409,友達,22130749.0,350481654.0,15.6,16.1,15.45,15.75,0.15,6550.0
2412,中華電,9521439.0,1177896226.0,124.5,124.5,123.5,123.5,-1.0,3721.0
2414,精技,1112696.0,41431335.0,37.95,38.6,36.65,36.8,-1.8,1146.0
2417,圓剛,395407.0,16001919.0,41.25,41.25,40.15,40.3,0.3,307.0
2419,仲琦,1360349.0,41854751.0,30.3,31.15,30.3,30.5,0.0,856.0
2420,新巨,509124.0,32310473.0,64.9,64.9,63.0,63.0,-1.0,533.0
2421,建準,1577429.0,161448070.0,99.7,103.5,99.7,103.0,2.0,1324.0
2428,興勤,88500.0,14097827.0,159.0,160.0,158.5,158.5,-0.5,101.0
2433,互盛電,21625.0,1084416.0,50.1,50.3,50.1,50.1,0.0,25.0
2436,偉詮電,2994401.0,174761774.0,59.2,59.9,57.5,57.9,-2.1,3033.0
2439,美律,834698.0,89421696.0,106.5,108.0,106.5,107.0,0.0,682.0
2441,超豐,484663.0,27859693.0,58.0,58.0,57.2,57.2,-0.6,429.0
2442,新美齊,680519.0,17230797.0,25.6,25.6,25.05,25.1,-0.45,570.0
2449,京元電子,18774814.0,2183038688.0,116.5,118.0,114.5,117.0,-0.5,10410.0
2450,神腦,89400.0,3069976.0,34.45,34.5,34.3,34.3,-0.2,122.0
2451,創見,986677.0,91814692.0,94.0,94.2,91.6,94.2,0.0,974.0
2453,凌群,16456964.0,1025269759.0,59.9,65.0,59.4,61.4,1.7,12418.0
2454,聯發科,7633823.0,10191659690.0,1320.0,1355.0,1305.0,1350.0,0.0,9374.0
2455,全新,2906618.0,477038711.0,165.5,166.5,162.0,162.5,-3.0,3353.0
2457,飛宏,1960943.0,78547108.0,40.4,40.8,39.6,39.65,-0.65,1719.0
2458,義隆,2924573.0,456236897.0,155.0,158.0,153.5,155.5,1.5,2903.0
2459,敦吉,93788.0,6565852.0,70.1,70.2,69.9,69.9,-0.2,70.0
2464,盟立,3326561.0,245758123.0,71.6,75.8,71.5,74.5,1.4,2569.0
2465,麗臺,399146.0,29747663.0,74.8,75.6,73.6,74.1,-2.1,457.0
2466,冠西電,611154.0,23385516.0,35.9,39.45,35.9,37.5,1.6,412.0
2467,志聖,2032739.0,431287346.0,210.5,216.0,207.0,214.5,4.0,3163.0
2472,立隆電,2680253.0,228499434.0,84.4,86.7,84.0,85.2,0.8,2534.0
2474,可成,3012721.0,559646361.0,186.0,187.0,184.5,186.5,0.0,2460.0
2476,鉅祥,1160447.0,100419849.0,86.5,87.3,86.0,86.1,-0.6,1146.0
2478,大毅,127951.0,6076924.0,48.0,48.0,47.05,47.05,0.25,124.0
2480,敦陽科,1271693.0,176495024.0,135.0,142.0,135.0,138.5,1.0,1234.0
2481,強茂,788787.0,41206231.0,52.5,52.7,51.9,51.9,0.2,760.0
2485,兆赫,638035.0,10436471.0,16.55,16.55,16.15,16.15,-0.4,652.0
2486,一詮,7848403.0,926427802.0,117.5,119.5,115.5,119.5,2.0,4966.0
2489,瑞軒,2297496.0,44059035.0,19.1,19.35,18.95,19.1,0.0,1337.0
2492,華新科,1105215.0,106771946.0,96.5,97.8,95.6,96.1,-0.9,1227.0
2493,揚博,323635.0,32526404.0,98.7,101.5,98.7,100.0,1.2,571.0
2495,普安,4691046.0,152268543.0,32.3,32.9,31.8,32.4,0.2,1802.0
2497,怡利電,540663.0,33793570.0,62.6,62.9,62.3,62.3,-0.2,421.0
2498,宏達電,2280421.0,99626816.0,43.7,44.2,43.25,43.6,-0.1,1764.0
2501,國建,1608975.0,40555963.0,25.6,25.6,25.0,25.05,-0.6,923.0
2504,國產,2434157.0,129691453.0,53.3,53.6,52.8,53.5,0.0,1585.0
2505,國揚,193767.0,4314074.0,22.0,22.55,22.0,22.4,-0.05,135.0
2511,太子,438286.0,4723585.0,10.8,10.85,10.7,10.75,-0.05,258.0
2514,龍邦,797163.0,15959290.0,20.0,20.15,19.85,20.05,0.0,363.0
2515,中工,11290798.0,129260646.0,11.4,11.6,11.3,11.4,0.15,3070.0
2520,冠德,4082884.0,237361096.0,58.4,58.7,57.7,57.8,-0.4,2681.0
2524,京城,917141.0,65117960.0,72.4,73.0,70.0,70.0,-2.3,647.0
2527,宏璟,458558.0,17284150.0,37.6,38.35,37.2,37.9,0.25,415.0
2528,皇普,236654.0,9407751.0,39.45,41.0,39.45,39.55,-0.45,166.0
2530,華建,253283.0,9954018.0,39.15,39.6,39.05,39.25,0.0,211.0
2534,宏盛,1094920.0,29294378.0,26.8,27.1,26.25,27.05,-0.65,734.0
2535,達欣工,364411.0,19858931.0,54.1,55.0,53.9,54.3,0.1,787.0
2536,宏普,115159.0,3680785.0,32.1,32.1,31.75,31.8,-0.35,98.0
2537,聯上發,1691498.0,22953291.0,14.0,14.0,13.35,13.4,-0.3,943.0
2538,基泰,431623.0,6873865.0,15.95,16.05,15.85,15.85,-0.15,269.0
2539,櫻花建,512348.0,26661048.0,52.4,52.4,51.7,52.0,-0.4,509.0
2540,愛山林,1148670.0,100618102.0,87.6,88.4,86.9,87.0,-0.7,691.0
2542,興富發,6514169.0,304173236.0,46.5,47.15,46.3,46.65,0.0,4324.0
2543,皇昌,3775205.0,248079221.0,65.3,66.4,64.9,65.7,0.4,3692.0
2545,皇翔,1083077.0,72280622.0,65.1,67.7,65.1,66.5,0.5,798.0
2546,根基,128461.0,9375659.0,74.0,74.0,72.6,72.6,-1.4,347.0
2547,日勝生,8924633.0,101792116.0,11.5,11.75,11.2,11.35,-0.3,2317.0
2548,華固,612568.0,72960760.0,121.5,121.5,118.0,118.5,-2.5,853.0
2597,潤弘,199278.0,29520739.0,149.0,150.0,146.5,146.5,-2.0,338.0
2601,益航,2516136.0,18869427.0,7.69,7.69,7.41,7.43,-0.23,1125.0
2603,長榮,14439627.0,3308316714.0,230.5,233.0,227.0,227.0,-4.0,11796.0
2605,新興,4205651.0,110493495.0,26.45,26.6,26.0,26.05,-0.55,2330.0
2606,裕民,2797076.0,160800415.0,58.1,58.2,56.8,57.2,-0.7,1668.0
2607,榮運,746459.0,23109920.0,31.1,31.15,30.8,30.9,-0.3,465.0
2608,嘉里大榮,95483.0,3742668.0,39.1,39.3,39.05,39.15,-0.05,111.0
2609,陽明,67166976.0,5375566589.0,80.0,81.4,78.8,79.2,-1.3,38735.0
2610,華航,54149122.0,1408988537.0,26.3,26.5,25.55,26.0,-0.5,19792.0
2612,中航,337931.0,14298470.0,42.65,42.7,41.8,41.95,-0.55,244.0
2615,萬海,15245890.0,1276279846.0,84.5,85.2,82.3,82.9,-1.6,11419.0
2617,台航,1256517.0,38237764.0,30.6,30.8,30.2,30.25,-0.55,946.0
2618,長榮航,55146528.0,2500859951.0,45.55,46.35,44.7,45.05,-1.15,20520.0
2630,亞航,2891025.0,96363445.0,32.95,33.95,32.6,33.0,0.8,2124.0
2633,台灣高鐵,1450172.0,41085976.0,28.5,28.5,28.25,28.3,-0.25,1087.0
2634,漢翔,10155802.0,449963418.0,44.25,45.7,43.35,43.55,-0.15,6071.0
2636,台驊控股,394241.0,31650537.0,80.5,81.2,79.7,79.7,-0.9,600.0
2637,慧洋-KY,2993142.0,210077118.0,70.8,70.9,69.6,69.6,-1.1,1933.0
2645,長榮航太,1581270.0,152008366.0,96.3,97.4,94.7,94.7,-0.7,1238.0
2704,國賓,33240.0,1905052.0,58.0,58.0,57.0,57.1,-0.7,48.0
2706,第一店,365171.0,5341413.0,14.65,14.7,14.6,14.6,-0.05,143.0
2707,晶華,179194.0,34209673.0,191.0,192.0,190.0,190.0,-0.5,272.0
2722,夏都,116944.0,3893689.0,33.25,33.6,33.0,33.3,0.05,139.0
2723,美食-KY,822662.0,80621723.0,98.5,99.2,97.0,97.7,-0.8,1564.0
2727,王品,245790.0,58307184.0,237.5,238.5,236.0,238.0,2.0,510.0
2731,雄獅,220036.0,26874212.0,122.5,123.0,121.5,121.5,-1.0,351.0
2739,寒舍,116806.0,5989969.0,50.9,51.7,50.8,51.2,0.3,122.0
2748,雲品,2351019.0,149083995.0,63.3,64.5,61.5,62.5,0.2,1559.0
2753,八方雲集,62853.0,9422006.0,150.0,150.5,149.5,150.5,1.0,124.0
2762,世界健身-KY,92110.0,8816598.0,96.8,96.8,95.1,95.4,-1.5,144.0
2801,彰銀,11327874.0,203245790.0,17.95,18.0,17.9,17.95,0.0,2672.0
2809,京城銀,3531622.0,170981017.0,48.45,49.0,47.8,49.0,0.45,2547.0
2812,台中銀,3284373.0,63321990.0,19.2,19.35,19.1,19.25,0.0,1962.0
2816,旺旺保,333555.0,10673012.0,32.0,32.5,31.9,31.9,-0.3,196.0
2820,華票,892246.0,13706788.0,15.4,15.4,15.3,15.4,0.0,356.0
2832,台產,415783.0,12341419.0,29.55,29.85,29.5,29.65,0.15,280.0
2834,臺企銀,8517378.0,129277328.0,15.15,15.25,15.1,15.15,0.0,2648.0
2836,高雄銀,735775.0,8564387.0,11.7,11.7,11.6,11.65,0.0,456.0
2838,聯邦銀,2105586.0,35029501.0,15.65,15.65,15.55,15.6,0.0,432.0
2838A,聯邦銀甲特,69000.0,3658800.0,53.0,53.2,52.9,53.2,0.2,33.0
